Category,Product Name,Sales,Profit,Discount,Profit Margin %
Technology,Memorex Micro Travel Drive 8 GB,299,113.1,0.1,37.83
Furniture,Coloredge Poster Frame,298.2,116.3,0,39
Office Supplies,Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99,70.48,0.03,23.65
Technology,Maxell DVD-RAM Discs,296.64,127.56,0,43
Office Supplies,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",296.18,119.74,0.1,40.43
Office Supplies,Xerox 1933,294.72,138.52,0,47
Office Supplies,Stanley Contemporary Battery Pencil Sharpeners,293.7,63.01,0.05,21.45
Technology,Micropad Numeric Keypads,291.85,66.97,0.05,22.95
Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.46,97.15,0.04,33.33
Office Supplies,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.46,-113.77,0.4,-39.3
Office Supplies,Peel-Off China Markers,287.97,109.43,0.09,38
Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.87,64.14,0.29,22.28
Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",286.67,115.28,0.08,40.21
Technology,OtterBox Commuter Series Case - iPhone 5 & 5s,285.87,102.91,0.15,36
Office Supplies,"Fellowes Personal Hanging Folder Files, Navy",284.72,52.65,0.1,18.49
Office Supplies,Embossed Ink Jet Note Cards,284.38,108.34,0.15,38.1
Office Supplies,"Iris 3-Drawer Stacking Bin, Black",284.1,-43.45,0.13,-15.29
Office Supplies,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",281.89,127.6,0.08,45.27
Technology,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,281.66,6.12,0.27,2.17
Office Supplies,Xerox 1898,280.56,120.77,0.07,43.05
Technology,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,280,109.2,0,39
Technology,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96,120.38,0,43
Technology,Macally Suction Cup Mount,279.63,-31.07,0.15,-11.11
Furniture,Westinghouse Clip-On Gooseneck Lamps,279.56,44.19,0.11,15.81
Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,279.3,67.78,0.05,24.27
Office Supplies,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",279.18,23.26,0.12,8.33
Office Supplies,Storex Dura Pro Binders,278.59,50.55,0.42,18.14
Office Supplies,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,277.92,83.38,0,30
Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,126.68,0.06,45.67
Office Supplies,Large Capacity Hanging Post Binders,276.94,-19.46,0.46,-7.03
Office Supplies,"Neat Ideas Personal Hanging Folder Files, Black",276.66,58.02,0.11,20.97
Technology,HP Standard 104 key PS/2 Keyboard,275.5,58,0.07,21.05
Office Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,275.08,42.79,0.14,15.56
Technology,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,272.89,27.29,0.2,10
Office Supplies,Staple magnet,272.89,44.81,0.1,16.42
Office Supplies,Fellowes Binding Cases,271.44,71.96,0.28,26.51
Furniture,Advantus Panel Wall Certificate Holder - 8.5x11,270.84,108.09,0.07,39.91
Office Supplies,Adjustable Personal File Tote,270.25,53.4,0.08,19.76
Office Supplies,Plastic Binding Combs,269.67,84.99,0.26,31.52
Office Supplies,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",269.39,-2.28,0.39,-0.85
Office Supplies,"GBC White Gloss Covers, Plain Front",269.33,31.42,0.5,11.67
Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",268.5,123.51,0,46
Office Supplies,Xerox 1938,268.24,93.88,0.2,35
Furniture,Eldon Wave Desk Accessories,266.73,99,0.16,37.12
Office Supplies,Avery 475,266.4,133.2,0,50
Office Supplies,Belkin F9S820V06 8 Outlet Surge,266.34,-120.18,0.4,-45.12
Technology,Belkin Standard 104 key USB Keyboard,265.54,5.11,0.17,1.92
Furniture,Ultra Door Pull Handle,265.1,74.8,0.07,28.22
Technology,Maxell 4.7GB DVD+RW 3/Pack,264.44,88.41,0.05,33.43
Office Supplies,"Peel & Seel Recycled Catalog Envelopes, Brown",264.02,113.48,0.1,42.98
Office Supplies,Newell 324,263.34,72.07,0.03,27.37
Office Supplies,Staple remover,263.09,24.07,0.11,9.15
Office Supplies,"Southworth 100% RÃ©sumÃ© Paper, 24lb.",262.96,113.2,0.06,43.05
Furniture,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.75,-7.62,0.3,-2.9
Office Supplies,File Shuttle I and Handi-File,262.67,51.42,0.13,19.58
Office Supplies,Belkin 6 Outlet Metallic Surge Strip,262.45,28.75,0.17,10.95
Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",261.6,41.86,0.1,16
Furniture,Hand-Finished Solid Wood Document Frame,260.15,68.46,0.07,26.32
Office Supplies,3M Office Air Cleaner,259.8,90.93,0,35
Office Supplies,Desktop 3-Pocket Hot File,259.68,59.51,0.1,22.92
Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",259.09,115.15,0.08,44.44
Furniture,"Executive Impressions 10"" Spectator Wall Clock",258.72,87.96,0,34
Office Supplies,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",258.72,-27.17,0.49,-10.5
Office Supplies,Avery Legal 4-Ring Binder,258.05,90.21,0.32,34.96
Technology,Mediabridge Sport Armband iPhone 5s,257.74,-38.96,0.14,-15.12
Office Supplies,GBC Poly Designer Binding Covers,256.12,102.45,0.22,40
Office Supplies,Berol Giant Pencil Sharpener,254.85,49.78,0.1,19.53
Furniture,"Executive Impressions 13"" Chairman Wall Clock",253.8,72.33,0.07,28.5
Furniture,"Linden 10"" Round Wall Clock, Black",253.65,41.87,0.17,16.51
Technology,Apple EarPods with Remote and Mic,251.91,50.38,0.1,20
Furniture,Magnifier Swing Arm Lamp,251.76,65.46,0,26
Technology,Sony 32GB Class 10 Micro SDHC R40 Memory Card,251.4,52.79,0,21
Office Supplies,Hanging Personal Folder File,251.2,51.02,0.08,20.31
Technology,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,250.92,35.13,0,14
Office Supplies,Avery 473,248.4,119.23,0,48
Office Supplies,Belkin OmniView SE Rackmount Kit,248.36,0,0,0
Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",248.29,91.04,0.12,36.67
Furniture,Nu-Dell Leatherette Frames,246.65,81.45,0.07,33.02
Office Supplies,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",246.58,109.02,0.04,44.21
Office Supplies,Strathmore Photo Mount Cards,245.44,106.31,0.07,43.31
Furniture,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,245.09,14.92,0.2,6.09
Office Supplies,Xerox 1890,244.7,122.35,0,50
Office Supplies,Brown Kraft Recycled Envelopes,244.51,117.16,0.04,47.92
Furniture,Aluminum Document Frame,244.4,56.21,0.08,23
Office Supplies,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.29,41.64,0.13,17.05
Office Supplies,GBC Imprintable Covers,241.56,39.97,0.36,16.55
Office Supplies,Quality Park Security Envelopes,240.76,88.19,0.15,36.63
Technology,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,2.4,0,1
Technology,Logitech M510 Wireless Mouse,239.94,52.39,0.13,21.83
Technology,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",239.84,79.3,0.2,33.06
Office Supplies,Holmes HEPA Air Purifier,239.58,41.38,0.23,17.27
Office Supplies,"Avery Flip-Chart Easel Binder, Black",239.47,37.82,0.42,15.79
Office Supplies,Xerox 216,238.46,96.94,0.12,40.65
Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,238.33,25.49,0.35,10.7
Office Supplies,Xerox 1982,237.54,89.53,0.07,37.69
Office Supplies,Martin-Yale Premier Letter Opener,236.99,-12.88,0.09,-5.43
Office Supplies,Recycled Eldon Regeneration Jumbo File,235.78,58.94,0.03,25
Office Supplies,Avery 50,235.56,102.75,0.04,43.62
Office Supplies,Acco D-Ring Binder w/DublLock,235.18,-102.84,0.62,-43.73
Furniture,DAX Two-Tone Silver Metal Document Frame,234.78,84.81,0.13,36.12
Office Supplies,Newell 312,234.77,34.46,0.16,14.68
Technology,Spigen Samsung Galaxy S5 Case Wallet,234.46,45.87,0.08,19.56
Office Supplies,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,234.24,67.93,0,29
Technology,"Maxell 74 Minute CDR, 10/Pack",232.76,72.57,0.08,31.18
Office Supplies,Petty Cash Envelope,231.86,94.36,0.13,40.7
Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",229.98,44.81,0.08,19.48
Office Supplies,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,229.89,53.7,0.03,23.36
Office Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,229.57,58.67,0.11,25.56
Office Supplies,Advantus Motivational Note Cards,227.94,94.32,0.12,41.38
Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Â” x 11Â”",227.04,104.44,0,46
Office Supplies,Iris Project Case,225.04,47.88,0.07,21.28
Office Supplies,Advantus Plastic Paper Clips,225,102.8,0.06,45.69
Technology,Cisco 8961 IP Phone Charcoal,224.94,-164.95,0.7,-73.33
Office Supplies,Portable Personal File Box,224.66,55.31,0.03,24.62
Technology,iOttie XL Car Mount,223.89,-50.37,0.2,-22.5
Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44,111.72,0,50
Office Supplies,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78,68.38,0.1,31.11
Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",218.42,52.03,0.05,23.82
Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",218.09,95.27,0.03,43.68
Office Supplies,Avery Non-Stick Binders,217.32,43.55,0.34,20.04
Office Supplies,"Fiskars 8"" Scissors, 2/Pack",217.22,45.86,0.1,21.11
Technology,ARKON Windshield Dashboard Air Vent Car Mount Holder,216.96,-15.59,0.1,-7.19
Furniture,3M Polarizing Light Filter Sleeves,216.34,75.35,0.2,34.83
Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.14,73.94,0.1,34.21
Technology,iOttie HLCRIO102 Car Mount,215.89,-11.99,0.16,-5.55
Office Supplies,Xerox 214,215.14,90.46,0.07,42.05
Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,215.11,66.69,0.24,31
Technology,Cisco SPA 501G IP Phone,213.48,16.01,0.2,7.5
Office Supplies,Xerox 188,213.19,97.52,0.05,45.74
Office Supplies,GBC Wire Binding Strips,212.66,-18.41,0.5,-8.66
Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders,212.08,58.51,0.27,27.59
Office Supplies,Standard Line Â“While You Were OutÂ” Hardbound Telephone Message Book,211.01,80.45,0.1,38.13
Furniture,"Seth Thomas 8 1/2"" Cubicle Clock",210.91,59.22,0.05,28.08
Office Supplies,Xerox 1931,209.95,88.65,0.08,42.22
Office Supplies,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",209.66,49.8,0.2,23.75
Office Supplies,SANFORD Major Accent Highlighters,209.57,77.88,0.03,37.16
Office Supplies,Cardinal EasyOpen D-Ring Binders,209.31,26.51,0.25,12.67
Office Supplies,Ibico Plastic and Wire Spiral Binding Combs,208.22,21.58,0.36,10.36
Office Supplies,Acco Perma 2700 Stacking Storage Drawers,208.18,5.95,0.1,2.86
Technology,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,207.9,62.77,0.03,30.19
Office Supplies,GBC Linen Binding Covers,207.57,-82.41,0.55,-39.7
Furniture,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.18,25.9,0.2,12.5
Technology,Epson Perfection V600 Photo Scanner,206.99,-172.49,0.7,-83.33
Office Supplies,JM Magazine Binder,204.72,50.19,0.22,24.52
Technology,Texas Instruments TI-34 Scientific Calculator,204.51,64.65,0.23,31.61
Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94,87.69,0,43
Technology,Kingston Digital DataTraveler 64GB USB 2.0,202.68,16.21,0,8
Technology,Pyle PRT45 Retro HomeÂ Telephone,201.57,22.68,0.2,11.25
Office Supplies,Fellowes Desktop Hanging File Manager,201.45,50.36,0,25
Office Supplies,Xerox 1912,201.08,92.57,0.05,46.04
Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,200.16,80.9,0.12,40.42
Technology,PayAnywhere Card Reader,199.8,17.48,0.2,8.75
Office Supplies,Bionaire 99.97% HEPA Air Cleaner,199.73,17.52,0.25,8.77
Office Supplies,Laser & Ink Jet Business Envelopes,198.46,83.23,0.04,41.94
Furniture,Eldon 500 Class Desk Accessories,197.95,60.47,0.07,30.55
Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",197.83,35.33,0.33,17.86
Office Supplies,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",197.82,81.33,0.07,41.11
Office Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,197.82,59.35,0,30
Technology,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",197.8,54.85,0.2,27.73
Office Supplies,"Eureka Hand Vacuum, Bagless",197.72,55.36,0,28
Office Supplies,"Alliance Super-Size Bands, Assorted Sizes",197.61,-10.35,0.05,-5.24
Office Supplies,Avery Recycled Flexi-View Covers for Binding Systems,197.17,-69.57,0.53,-35.28
Office Supplies,Xerox 225,196.99,85.8,0.07,43.56
Office Supplies,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",196.98,94.55,0,48
Office Supplies,Newell 309,196.35,34.65,0.12,17.65
Furniture,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.25,55.1,0.04,28.08
Office Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,196.02,37.03,0.1,18.89
Office Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.05,49.86,0.07,25.56
Furniture,"Career Cubicle Clock, 8 1/4"", Black",194.69,68.95,0.07,35.42
Technology,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,194.54,53.27,0.16,27.38
Furniture,Contemporary Wood/Metal Frame,193.92,4.85,0.35,2.5
Office Supplies,Project Tote Personal File,193.61,44.19,0.05,22.82
Office Supplies,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",191.98,50.23,0.29,26.16
Office Supplies,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,91.97,0,48
Office Supplies,Xerox 1895,191.36,82.82,0.06,43.28
Office Supplies,Avery Premier Heavy-Duty Binder with Round Locking Rings,191.35,29.42,0.34,15.37
Technology,Sony 16GB Class 10 Micro SDHC R40 Memory Card,190.77,5.16,0.1,2.7
Technology,Gear Head AU3700S Headset,189.65,-11.95,0.07,-6.3
Technology,Speck Products Candyshell Flip Case,188.95,-18.19,0.3,-9.63
Office Supplies,Xerox 209,187.92,90.2,0,48
Office Supplies,White GlueTop Scratch Pads,186.5,72.79,0.1,39.03
Office Supplies,"Wirebound Message Book, 4 per Page",184.62,87.69,0.03,47.5
Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",184.54,67.1,0.1,36.36
Office Supplies,GBC Wire Binding Combs,184.05,41.57,0.37,22.59
Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,184,57.5,0.23,31.25
Furniture,"Eldon Expressions Wood Desk Accessories, Oak",183.02,10.11,0.17,5.52
Office Supplies,Xerox 1955,182.72,59.38,0.2,32.5
Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",182.51,-3.22,0.43,-1.76
Office Supplies,Deluxe Chalkboard Eraser Cleaner,182.49,76.46,0.08,41.9
Office Supplies,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",181.46,77.63,0.08,42.78
Office Supplies,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.58,0,28
Office Supplies,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",180.6,16.8,0.05,9.3
Furniture,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",180.46,-46.4,0.3,-25.71
Furniture,"Eldon Image Series Desk Accessories, Ebony",180.31,55.82,0.16,30.96
Technology,Okidata B401 Printer,179.99,-251.99,0.7,-140
Office Supplies,Super Decoflex Portable Personal File,179.76,39.55,0.08,22
Office Supplies,"Elite 5"" Scissors",179.14,37.18,0.09,20.75
Office Supplies,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",179.01,5.39,0.41,3.01
Office Supplies,Xerox 1997,178.85,77.76,0.05,43.48
Office Supplies,Xerox 1892,178.3,79.46,0.1,44.57
Office Supplies,Personal File Boxes with Fold-Down Carry Handle,177.61,37.39,0.04,21.05
Office Supplies,Avery 490,177.6,81.4,0.08,45.83
Furniture,"Master Caster Door Stop, Brown",176.78,49.38,0.11,27.93
Office Supplies,Heavy-Duty E-Z-D Binders,176.74,9.06,0.5,5.13
Furniture,"Executive Impressions 12"" Wall Clock",176.7,23.32,0.27,13.2
Office Supplies,Crate-A-Files,176.58,31.39,0.11,17.78
Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",176.29,63.75,0.1,36.16
Office Supplies,Avery 499,176.29,68.72,0.11,38.98
Office Supplies,Xerox 1996,176.26,81.91,0.02,46.47
Furniture,"DAX Value U-Channel Document Frames, Easel Back",175.94,52.48,0.06,29.83
Furniture,Tenex Chairmats For Use With Carpeted Floors,175.78,8.79,0,5
Technology,Griffin GC36547 PowerJolt SE Lightning Charger,175.42,17.99,0.27,10.26
Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.39,73.87,0.11,42.12
Office Supplies,Wilson Jones International Size A4 Ring Binders,174.73,12.8,0.37,7.33
Office Supplies,Xerox 1978,174.56,74.33,0.1,42.58
Technology,Logitech Keyboard K120,174.24,-19.6,0.2,-11.25
Technology,Square Credit Card Reader,173.83,11.19,0.17,6.44
Office Supplies,BIC Liqua Brite Liner,173.5,53.58,0.07,30.88
Office Supplies,GBC Plastic Binding Combs,172.69,59.78,0.26,34.62
Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.67,72.7,0.03,42.1
Office Supplies,Lumber Crayons,171.39,55.36,0.13,32.3
Office Supplies,4009 Highlighters by Sanford,171.14,53.81,0.05,31.44
Furniture,"DAX Copper Panel Document Frame, 5 x 7 Size",171.09,39.75,0.2,23.23
Office Supplies,Xerox 202,171.07,76.72,0.05,44.85
Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,171.04,44.47,0,26
Office Supplies,Avery Heavy-Duty EZD View Binder with Locking Rings,170.98,29.73,0.35,17.39
Technology,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,70.1,0,41
Office Supplies,Euro Pro Shark Stick Mini Vacuum,170.74,-325.63,0.6,-190.72
Furniture,Nu-Dell Float Frame 11 x 14 1/2,170.62,56.04,0.17,32.84
Office Supplies,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),169.83,64.58,0.08,38.03
Office Supplies,Xerox 1894,169.78,78.8,0.08,46.41
Office Supplies,Xerox 1973,169.02,70.35,0.1,41.62
Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,168.84,78.26,0.04,46.35
Furniture,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.74,48.82,0.17,28.93
Office Supplies,Hoover Commercial SteamVac,168.39,35.31,0.2,20.97
Office Supplies,Avery 486,168.13,75.15,0.04,44.7
Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",167.93,38.62,0,23
Office Supplies,Southworth 25% Cotton Linen-Finish Paper & Envelopes,166.7,67.04,0.1,40.22
Office Supplies,Acme Softgrip Scissors,166.06,33.13,0.1,19.95
Office Supplies,Xerox 1968,165.66,75.35,0.08,45.48
Office Supplies,GBC Instant Report Kit,164.98,3.23,0.49,1.96
Office Supplies,Xerox 195,164.33,70.54,0.12,42.93
Office Supplies,Security-Tint Envelopes,163.5,73.88,0.07,45.19
Furniture,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",163.33,3.14,0.4,1.92
Furniture,"DAX Metal Frame, Desktop, Stepped-Edge",161.92,26.11,0.24,16.13
Office Supplies,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",161.32,59.57,0.13,36.93
Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54,46.56,0,29
Office Supplies,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",160.34,65.14,0.05,40.63
Technology,RCA ViSYS 25423RE1 Corded phone,159.98,14,0.2,8.75
Office Supplies,Acme Office Executive Series Stainless Steel Trimmers,159.4,26.22,0.09,16.45
Office Supplies,Avery 489,159.39,73.28,0.04,45.98
Furniture,DAX Wood Document Frame.,159.27,7.69,0.35,4.83
Furniture,"Eldon 400 Class Desk Accessories, Black Carbon",159.25,47.6,0.17,29.89
Furniture,"Ultra Door Kickplate, 8""H x 34""W",158.24,27.69,0.2,17.5
Office Supplies,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,17.77,0.2,11.25
Office Supplies,GBC Personal VeloBind Strips,156.94,-11.26,0.43,-7.17
Furniture,Artistic Insta-Plaque,156.8,61.15,0,39
Office Supplies,Xerox 1936,155.84,60.54,0.13,38.85
Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.71,20.64,0.2,13.26
Office Supplies,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),155.52,71.28,0.04,45.83
Furniture,"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,52.83,0,34
Office Supplies,Avery 503,155.25,74.52,0,48
Office Supplies,Xerox 1918,155.04,75.97,0,49
Technology,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,154.56,8.56,0.04,5.54
Furniture,"Master Caster Door Stop, Large Neon Orange",154.34,42.3,0.17,27.41
Office Supplies,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",153.72,55.06,0.13,35.82
Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,153.51,64.4,0.09,41.95
Office Supplies,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",152.14,54.07,0.17,35.54
Furniture,"Master Big Foot Doorstop, Beige",152.06,42.77,0.03,28.13
Furniture,Nu-Dell Oak Frame,151.66,35.46,0.13,23.38
Office Supplies,Xerox 217,151.63,67.39,0.08,44.44
Office Supplies,Southworth 100% Cotton The Best Paper,151.54,65.44,0.07,43.18
Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.06,47.98,0.15,31.76
Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",150.67,41.96,0.08,27.85
Office Supplies,Xerox 205,150.34,69.47,0.05,46.21
Office Supplies,Acco 6 Outlet Guardian Standard Surge Suppressor,149.92,22.97,0.2,15.32
Office Supplies,Xerox 1948,149.85,67.43,0,45
Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.7,41.92,0,28
Office Supplies,Sanford Liquid Accent Highlighters,149.63,48.63,0.08,32.5
Furniture,Ultra Door Push Plate,149.26,37.41,0.06,25.06
Technology,KeyTronicÂ KT400U2 -Â KeyboardÂ - Black,148.03,24.67,0.07,16.67
Technology,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,147.93,-31.98,0.2,-21.62
Office Supplies,Xerox 1993,147.74,68.43,0.08,46.32
Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector,147.53,-36.88,0.4,-25
Office Supplies,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26,48.76,0.2,33.11
Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",147.03,50.72,0.16,34.5
Office Supplies,"GBC Laser Imprintable Binding System Covers, Desert Sand",146.98,18.41,0.35,12.53
Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",146.69,64.86,0.08,44.22
Technology,Maxell 4.7GB DVD-RW 3/Pack,146.56,41.42,0.1,28.26
Office Supplies,Xerox 1905,146.45,68.95,0.04,47.08
Furniture,Tensor Brushed Steel Torchiere Floor Lamp,146.11,6.8,0.2,4.65
Office Supplies,Newell 315,145.91,33.79,0.03,23.16
Office Supplies,"Personal Folder Holder, Ebony",145.73,35.87,0.03,24.61
Furniture,"DAX Cubicle Frames, 8-1/2 x 11",145.69,52.45,0,36
Office Supplies,Xerox 220,145.15,60.91,0.1,41.96
Office Supplies,Astroparche Fine Business Paper,144.67,65.05,0.07,44.96
Furniture,Telescoping Adjustable Floor Lamp,143.93,-6,0.3,-4.17
Office Supplies,Xerox 203,143.86,62.99,0.07,43.79
Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",143.42,55.24,0.11,38.52
Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,143.01,-2.18,0.54,-1.52
Office Supplies,Xerox 192,142.56,68.43,0,48
Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,142.05,18.94,0.38,13.33
Office Supplies,Ibico Recycled Grain-Textured Covers,141.61,3.45,0.4,2.44
Office Supplies,Xerox 23,141.26,63.76,0.03,45.14
Office Supplies,Xerox 212,141.26,57.02,0.11,40.37
Office Supplies,"Eberhard Faber 3 1/2"" Golf Pencils",139.87,28.27,0.06,20.21
Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",139.62,59.28,0.09,42.46
Office Supplies,"Advantus Push Pins, Aluminum Head",139.44,43.23,0,31
Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),139.39,52.27,0.08,37.5
Office Supplies,Xerox 1903,138.74,65.54,0.03,47.24
Office Supplies,Xerox 1930,138.67,59.36,0.12,42.81
Office Supplies,Things To Do Today Pad,138.53,59.17,0.11,42.71
Office Supplies,50 Colored Long Pencils,138.18,32.92,0.04,23.82
Furniture,"Eldon 200 Class Desk Accessories, Smoke",138.16,58.03,0,42
Office Supplies,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.81,-14.41,0.38,-10.46
Office Supplies,Acco 3-Hole Punch,137.53,55.54,0.23,40.38
Office Supplies,Xerox 2,137.38,53.14,0.16,38.68
Office Supplies,GBC Binding covers,137.27,58.92,0.07,42.92
Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17,47.73,0.12,34.8
Office Supplies,Avery 476,137.12,54.6,0.08,39.82
Office Supplies,Riverleaf Stik-Withit Designer Note Cubes,136.82,55.33,0.08,40.44
Office Supplies,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",136.73,4.37,0.46,3.2
Furniture,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.46,15.35,0.2,11.25
Office Supplies,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",136.44,13.64,0.38,10
